"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","locality","type","elevation","elevationAccuracy","county"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",126.135998,34.983347,"Jeollanam-do",2022,5,6,"cdround","https://www.inaturalist.org/observations/115671574","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772757655","115671574",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",126.069378,36.675833,"Chungcheongnam-do",2021,4,25,"cdround","https://www.inaturalist.org/observations/75415938","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109062219","75415938",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",126.077887,36.674687,"Chungcheongnam-do",2021,4,25,"cdround","https://www.inaturalist.org/observations/75403964","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109256243","75403964",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",117.251355,40.448355,"Beijing",2021,5,3,"cdround","https://www.inaturalist.org/observations/79648244","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3330784428","79648244",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",126.357029,33.363283,"Jeju",2021,7,18,"cdround","https://www.inaturalist.org/observations/87485824","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3330517889","87485824",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",126.956046,33.504329,"Jeju",2021,9,11,"cdround","https://www.inaturalist.org/observations/94409493","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384048381","94409493",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",126.269982,33.200233,"Jeju",2021,9,23,"cdround","https://www.inaturalist.org/observations/95837586","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384290978","95837586",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",126.94795,33.503875,"Jeju",2021,10,9,"cdround","https://www.inaturalist.org/observations/97617729","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3391649705","97617729",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",126.956561,33.503893,"Jeju",2021,10,9,"cdround","https://www.inaturalist.org/observations/97616173","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3391682712","97616173",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",107.60923,43.087692,"Omnogovi",2020,9,25,"cdround","https://www.inaturalist.org/observations/63538289","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2999109527","63538289",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",126.088971,36.233546,"Chungcheongnam-do",2020,9,14,"cdround","https://www.inaturalist.org/observations/66274989","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2999160952","66274989",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",117.504373,40.64428,"Hebei",2020,9,27,"cdround","https://www.inaturalist.org/observations/67454447","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3018142751","67454447",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",128.0825,36.876389,"Chungcheongbuk-do",2020,10,20,"cdround","https://www.inaturalist.org/observations/63082954","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2992722541","63082954",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",107.553972,44.235414,"Omnogovi",2019,6,20,"cdround","https://www.inaturalist.org/observations/63306955","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2963873579","63306955",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",117.463749,40.642346,"Beijing",2019,10,5,"cdround","https://www.inaturalist.org/observations/40076367","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2988477449","40076367",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",126.710368,33.401995,"Jeju",2018,4,21,"cdround","https://www.inaturalist.org/observations/11419776","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1839263264","11419776",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",115.521235,40.052993,"Beijing",2018,4,26,"cdround","https://www.inaturalist.org/observations/66824066","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3008442807","66824066",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",130.555102,42.355771,"Rason",2018,6,5,"cdround","https://www.inaturalist.org/observations/16709623","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2626094352","16709623",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",107.115583,41.74684,"Nei Mongol",2018,8,13,"cdround","https://www.inaturalist.org/observations/15381086","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2826215325","15381086",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",127.708049,38.105648,"Gangwon-do",2015,9,16,"","https://www.inaturalist.org/observations/2306347","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2237530078","2306347",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",125.947051,37.080642,"Incheon",2014,9,7,"","https://www.inaturalist.org/observations/1198481","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573780164","1198481",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",128.421249,35.7766,"Gyeongsangbuk-do",2014,10,24,"","https://www.inaturalist.org/observations/3659854","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573967628","3659854",NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",126.548089,35.478381,NA,2013,5,5,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001350341",NA,NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",126.567014,35.456953,NA,2013,8,12,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001347659",NA,NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",126.068153,34.553947,NA,2012,4,29,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001333952",NA,NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",126.044697,34.535678,NA,2012,4,30,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001336952",NA,NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",121.738815,37.349418,"Shandong",2012,5,6,"cdround","https://www.inaturalist.org/observations/77854","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1891358990","77854",NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",126.031536,35.348417,NA,2012,5,24,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001336940",NA,NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",126.149736,34.634933,NA,2012,5,12,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001847850",NA,NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Orientocoluber spinalis",126.561842,34.180297,NA,2012,8,20,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001859001",NA,NA,NA,NA,NA,NA,NA,NA
