"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","continent","county","preparations","type","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe taeniura",121.573226,25.092954,"Taipei",2022,1,16,"cdround","https://www.inaturalist.org/observations/118348535","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802699299","118348535",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe taeniura",120.866158,23.844974,"Taiwan",2022,2,26,"cdround","https://www.inaturalist.org/observations/107489004","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3705728689","107489004",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe taeniura",120.779484,24.421901,"Taiwan",2022,4,11,"cdround","https://www.inaturalist.org/observations/111072438","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759369520","111072438",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe taeniura",114.276027,30.414466,"Hubei",2022,4,10,"cdround","https://www.inaturalist.org/observations/111263632","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760305754","111263632",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe taeniura",120.780509,24.422187,"Taiwan",2022,4,11,"cdround","https://www.inaturalist.org/observations/111072419","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760362628","111072419",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe taeniura",121.622533,25.232983,"New Taipei",2022,4,26,"","https://www.inaturalist.org/observations/112967160","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764124014","112967160",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe taeniura",117.30074,31.74216,"Anhui",2022,4,20,"","https://www.inaturalist.org/observations/112915388","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764384999","112915388",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe taeniura",118.814253,32.085965,"Jiangsu",2022,4,22,"cdround","https://www.inaturalist.org/observations/112360081","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764515468","112360081",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe taeniura",113.348209,23.21801,"Guangdong",2022,5,6,"cdround","https://www.inaturalist.org/observations/115864590","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772531734","115864590",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe taeniura",120.129272,30.183169,"Zhejiang",2022,5,21,"cdround","https://www.inaturalist.org/observations/118151184","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802680847","118151184",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe taeniura",116.678501,40.614358,"Beijing",2022,5,21,"cdround","https://www.inaturalist.org/observations/118461575","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802811462","118461575",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe taeniura",119.96043,30.048729,"Zhejiang",2022,5,31,"cdround","https://www.inaturalist.org/observations/119563594","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858554922","119563594",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe taeniura",121.501665,24.780775,"New Taipei",2022,6,4,"cdround","https://www.inaturalist.org/observations/121830838","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860194842","121830838",NA,NA,NA,NA,NA,NA,NA
