"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","continent","preparations","type","county","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe quadrivirgata",139.253881,35.629911,"Tokyo",2022,4,10,"cdround","https://www.inaturalist.org/observations/110973071","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3759614518","110973071",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe quadrivirgata",139.408274,35.631427,"Tokyo",2022,4,19,"cdround","https://www.inaturalist.org/observations/112012741","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759799537","112012741",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe quadrivirgata",139.421658,35.556465,"Tokyo",2022,4,25,"cdround","https://www.inaturalist.org/observations/112960551","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764154031","112960551",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe quadrivirgata",139.224068,35.576725,"Kanagawa",2022,4,30,"cdround","https://www.inaturalist.org/observations/114119753","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772689878","114119753",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe quadrivirgata",133.919795,34.655531,"Okayama",2022,4,30,"cdround","https://www.inaturalist.org/observations/116239592","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772908232","116239592",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe quadrivirgata",139.580567,35.558925,"Kanagawa",2022,5,4,"cdround","https://www.inaturalist.org/observations/115289219","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772870054","115289219",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe quadrivirgata",135.910012,34.945073,"Shiga",2022,5,7,"cdround","https://www.inaturalist.org/observations/116050317","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772945633","116050317",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe quadrivirgata",139.759838,35.584279,"Tokyo",2022,5,18,"cdround","https://www.inaturalist.org/observations/117556513","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3784955617","117556513",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe quadrivirgata",135.524595,34.687782,"Osaka",2022,5,23,"cdround","https://www.inaturalist.org/observations/118346092","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802609318","118346092",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe quadrivirgata",139.392,35.6092,"Tokyo",2022,5,22,"","https://www.inaturalist.org/observations/120324214","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858727449","120324214",NA,NA,NA,NA,NA,NA,NA
