"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","continent","preparations","county","type","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",120.480899,23.485116,"Taiwan",2022,1,2,"cdround","https://www.inaturalist.org/observations/104174754","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456006533","104174754",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",101.254837,21.929256,"Yunnan",2022,1,1,"cdround","https://www.inaturalist.org/observations/104089277","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456987667","104089277",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",120.269585,22.629061,"Kaohsiung",2022,1,8,"cdround","https://www.inaturalist.org/observations/104813439","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3457147703","104813439",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",120.06317,23.081583,"Tainan",2022,1,14,"cdround","https://www.inaturalist.org/observations/104909377","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","3468680499","104909377",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",120.26322,22.629821,"Kaohsiung",2022,2,1,"cdround","https://www.inaturalist.org/observations/105965380","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3466454302","105965380",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",120.266438,22.617338,"Kaohsiung",2022,2,8,"cdround","https://www.inaturalist.org/observations/106372833","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3468902876","106372833",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",120.250655,22.651658,"Kaohsiung",2022,2,26,"cdround","https://www.inaturalist.org/observations/107466300","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3705586612","107466300",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",120.351848,22.651854,"Kaohsiung",2022,3,20,"cdround","https://www.inaturalist.org/observations/109039203","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747336626","109039203",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",120.213967,22.880886,"Kaohsiung",2022,3,8,"cdround","https://www.inaturalist.org/observations/109158418","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","3764370424","109158418",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",120.272885,22.645083,"Kaohsiung",2022,4,14,"cdround","https://www.inaturalist.org/observations/111879159","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759476427","111879159",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",120.304795,22.693888,"Kaohsiung",2022,4,4,"cdround","https://www.inaturalist.org/observations/110469993","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759977919","110469993",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",120.490108,23.474774,"Taiwan",2022,4,8,"cdround","https://www.inaturalist.org/observations/110841535","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760167326","110841535",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",120.266053,22.645339,"Kaohsiung",2022,4,19,"cdround","https://www.inaturalist.org/observations/112270148","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764141469","112270148",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",120.311797,22.734086,"Kaohsiung",2022,4,4,"cdround","https://www.inaturalist.org/observations/110997480","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","3764449434","110997480",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",120.421535,23.727095,"Taiwan",2022,4,30,"","https://www.inaturalist.org/observations/113704840","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3773344057","113704840",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",120.310033,22.698472,"Kaohsiung",2022,5,8,"cdround","https://www.inaturalist.org/observations/116078414","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773606541","116078414",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",120.239601,22.768906,"Kaohsiung",2022,5,1,"cdround","https://www.inaturalist.org/observations/114101151","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773675412","114101151",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",121.572132,22.031229,"Taiwan",2022,5,23,"cdround","https://www.inaturalist.org/observations/118492386","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802484227","118492386",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",120.435615,23.592243,"Taiwan",2022,5,29,"cdround","https://www.inaturalist.org/observations/119226371","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858421521","119226371",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Eutropis multifasciata",120.588276,24.118861,"Taichung",2022,5,31,"cdround","https://www.inaturalist.org/observations/121753838","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3860134680","121753838",NA,NA,NA,NA,NA,NA,NA
