"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",120.837433,22.315217,"Taiwan",2022,4,25,"cdround","https://www.inaturalist.org/observations/115065407","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772549145","115065407"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",120.840338,22.315778,"Taiwan",2022,4,25,"cdround","https://www.inaturalist.org/observations/115065202","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773484979","115065202"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",121.107239,23.054097,"Taiwan",2022,7,5,"cdround","https://www.inaturalist.org/observations/124991252","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3872865939","124991252"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",121.107217,23.054045,"Taiwan",2022,7,5,"cdround","https://www.inaturalist.org/observations/124991271","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873038947","124991271"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",120.627793,23.591074,"Taiwan",2022,7,17,"cdround","https://www.inaturalist.org/observations/127509706","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873270014","127509706"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",121.037041,22.770027,"Taiwan",2021,3,28,"cdround","https://www.inaturalist.org/observations/72230859","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3301859464","72230859"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",120.666011,22.406641,"Taiwan",2021,8,28,"cdround","https://www.inaturalist.org/observations/100045408","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415950079","100045408"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",121.030743,22.805878,"Taiwan",2021,10,9,"cdround","https://www.inaturalist.org/observations/99542254","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456185384","99542254"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",120.724325,23.056077,"Kaohsiung",2021,11,6,"cdround","https://www.inaturalist.org/observations/100642630","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3416130547","100642630"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",120.721222,23.055256,"Kaohsiung",2021,11,6,"cdround","https://www.inaturalist.org/observations/100596271","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3455661654","100596271"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",120.767501,24.260004,"Taichung",2020,5,30,"cdround","https://www.inaturalist.org/observations/47852241","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2634434437","47852241"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",120.68737,22.671822,"Taiwan",2020,6,23,"cdround","https://www.inaturalist.org/observations/50736915","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031595771","50736915"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",120.687272,22.671272,"Taiwan",2020,6,23,"cdround","https://www.inaturalist.org/observations/50658060","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031674783","50658060"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",120.575937,23.200705,"Tainan",2020,6,27,"cdround","https://www.inaturalist.org/observations/83237852","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3307491929","83237852"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",121.031013,22.821231,"Taiwan",2020,11,14,"cdround","https://www.inaturalist.org/observations/64913251","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2988272041","64913251"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",120.631744,23.539707,"Taiwan",2019,4,27,"cdround","https://www.inaturalist.org/observations/24183463","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2238999269","24183463"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",120.789621,23.729104,"Taiwan",2019,5,11,"cdround","https://www.inaturalist.org/observations/49696980","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2802920125","49696980"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",120.755579,22.409763,"Taiwan",2018,7,17,"","https://www.inaturalist.org/observations/14512840","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873660314","14512840"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas komaii",121.192365,24.254308,"Taichung",2018,8,19,"cdround","https://www.inaturalist.org/observations/66361766","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3008555562","66361766"
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas komaii",121.5081,23.89563,NA,2017,4,29,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864146285",NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas komaii",120.71168,23.48596,NA,2017,5,24,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864147290",NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas komaii",121.48471,24.19982,NA,2017,5,31,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864147700",NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas komaii",120.72352,23.05512,NA,2017,8,19,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864152756",NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas komaii",120.72074,23.05359,NA,2017,9,16,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864154006",NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas komaii",120.501006,23.267824,NA,2016,1,1,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864134656",NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas komaii",120.93833,24.172775,NA,2016,4,9,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864136079",NA
