"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","continent","county","preparations","type","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",101.25374,21.93037,"Yunnan",2022,2,11,"","https://www.inaturalist.org/observations/106551941","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3499623498","106551941",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",120.88333,23.918881,"Taiwan",2022,2,25,"cdround","https://www.inaturalist.org/observations/108632239","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3743050041","108632239",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",120.985337,22.6391,"Taiwan",2022,3,6,"cdround","https://www.inaturalist.org/observations/108232750","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3712729992","108232750",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",121.560936,25.194784,"Taipei",2022,3,12,"cdround","https://www.inaturalist.org/observations/108495874","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3742990604","108495874",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",120.596598,22.931453,"Kaohsiung",2022,3,9,"cdround","https://www.inaturalist.org/observations/108351661","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743330521","108351661",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",120.748846,23.895749,"Taiwan",2022,4,4,"cdround","https://www.inaturalist.org/observations/110378347","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759269922","110378347",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",114.149287,22.213185,"Tsuen Wan",2022,4,19,"cdround","https://www.inaturalist.org/observations/112038406","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3760062509","112038406",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",114.343688,30.496001,"Hubei",2022,4,27,"cdround","https://www.inaturalist.org/observations/113203275","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764086245","113203275",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",121.279031,23.290225,"Taiwan",2022,4,20,"cdround","https://www.inaturalist.org/observations/112838903","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764482911","112838903",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",121.300003,22.965612,"Taiwan",2022,4,30,"cdround","https://www.inaturalist.org/observations/113802446","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772513215","113802446",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",121.535465,25.131957,"Taipei",2022,4,29,"cdround","https://www.inaturalist.org/observations/113673922","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","3772740117","113673922",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",121.149022,22.851175,"Taiwan",2022,4,30,"cdround","https://www.inaturalist.org/observations/114205442","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772872584","114205442",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",114.024866,22.380548,"Tsuen Wan",2022,4,29,"cdround","https://www.inaturalist.org/observations/115251867","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773507164","115251867",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",121.195224,23.1592,"Taiwan",2022,4,18,"cdround","https://www.inaturalist.org/observations/112807072","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3784919426","112807072",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",113.975349,22.243376,"Islands",2022,4,13,"","https://www.inaturalist.org/observations/120485830","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860304601","120485830",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",114.135017,22.200002,"Islands",2022,5,9,"cdround","https://www.inaturalist.org/observations/116350579","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773076632","116350579",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",114.14688,22.391985,"Tsuen Wan",2022,5,8,"cdround","https://www.inaturalist.org/observations/116359495","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773510525","116359495",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",121.541308,24.937511,"New Taipei",2022,5,10,"cdround","https://www.inaturalist.org/observations/116420852","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","3773587757","116420852",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",114.104734,22.204795,"Tsuen Wan",2022,5,22,"cdround","https://www.inaturalist.org/observations/118533410","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3802547924","118533410",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",121.871987,29.832998,"Zhejiang",2022,5,23,"cdround","https://www.inaturalist.org/observations/118360890","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802824309","118360890",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",121.450408,25.088953,"New Taipei",2022,5,29,"cdround","https://www.inaturalist.org/observations/119848064","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3858476029","119848064",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus multicinctus",114.055144,22.353536,"Tsuen Wan",2022,5,27,"cdround","https://www.inaturalist.org/observations/119375882","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858491670","119375882",NA,NA,NA,NA,NA,NA,NA
