"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","continent","preparations","county","type","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.567863,25.183796,"Taipei",2022,3,17,"cdround","https://www.inaturalist.org/observations/108783831","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743372304","108783831",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.568467,25.104953,"Taipei",2022,4,12,"cdround","https://www.inaturalist.org/observations/111181497","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760100734","111181497",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.534522,25.145125,"Taipei",2021,3,17,"cdround","https://www.inaturalist.org/observations/112034901","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759806592","112034901",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.429919,24.795652,"Taipei",2021,5,15,"cdround","https://www.inaturalist.org/observations/78883138","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3118280877","78883138",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.402579,24.683078,"Taipei",2021,5,10,"cdround","https://www.inaturalist.org/observations/78188030","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3118390565","78188030",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.58812,25.120979,"Taipei",2021,5,20,"cdround","https://www.inaturalist.org/observations/79896787","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3124534604","79896787",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.595292,25.121953,"Taipei",2021,6,3,"cdround","https://www.inaturalist.org/observations/81654608","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3301963908","81654608",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",120.792997,23.66455,"Taiwan",2021,11,27,"cdround","https://www.inaturalist.org/observations/102241982","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456574490","102241982",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.773692,24.722994,"Taiwan",2020,4,18,"cdround","https://www.inaturalist.org/observations/42672257","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2609302830","42672257",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.503378,25.164286,"New Taipei",2020,5,4,"cdround","https://www.inaturalist.org/observations/44960776","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2620130161","44960776",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.470887,24.653503,"Taiwan",2020,6,18,"cdround","https://www.inaturalist.org/observations/50023481","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2963867376","50023481",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",120.82013,22.853027,"Taiwan",2020,7,11,"cdround","https://www.inaturalist.org/observations/52694778","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2818737793","52694778",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.409571,24.651721,"Taipei",2020,9,26,"","https://www.inaturalist.org/observations/61085493","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2874007430","61085493",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.409478,24.651997,"Taipei",2020,9,26,"cdround","https://www.inaturalist.org/observations/60926114","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3415416493","60926114",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.611611,24.701074,"Taiwan",2020,11,1,"cdround","https://www.inaturalist.org/observations/64335584","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2981115374","64335584",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.637953,24.190971,"Taiwan",2019,4,7,"cdround","https://www.inaturalist.org/observations/75178441","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109298857","75178441",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",120.513336,23.318447,"Tainan",2019,5,25,"cdround","https://www.inaturalist.org/observations/25929686","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2251937013","25929686",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.482612,24.748536,"Taipei",2019,7,29,"cdround","https://www.inaturalist.org/observations/48229601","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2634493029","48229601",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",120.787903,24.169347,"Taichung",2019,8,25,"cdround","https://www.inaturalist.org/observations/31846497","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2397644217","31846497",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.522622,25.18815,"New Taipei",2019,9,8,"cdround","https://www.inaturalist.org/observations/32320421","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2460126792","32320421",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",112.893469,31.075708,"Hubei",2019,9,14,"cdround","https://www.inaturalist.org/observations/109280844","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859287981","109280844",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.47616,24.965042,"New Taipei",2018,5,18,"cdround","https://www.inaturalist.org/observations/12602816","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1847554393","12602816",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.520073,25.183887,"New Taipei",2018,5,31,"cdround","https://www.inaturalist.org/observations/12971480","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1848775249","12971480",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.516693,25.181749,"New Taipei",2018,5,30,"cdround","https://www.inaturalist.org/observations/98786565","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3399257534","98786565",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",120.802263,23.829659,"Taiwan",2018,8,12,"cdround","https://www.inaturalist.org/observations/38601670","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2573933799","38601670",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.148056,24.749444,"Taiwan",2018,10,6,"cdround","https://www.inaturalist.org/observations/17268311","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2626124399","17268311",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",120.758432,24.185332,NA,2017,1,4,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864143309",NA,NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",120.58311,23.5184,NA,2017,1,9,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864143729",NA,NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Hebius sauteri",121.40651,24.67395,NA,2017,4,9,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864145192",NA,NA,NA,NA,NA,NA,NA,NA
