"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","locality","type","county"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon semicarinatus",128.252533,26.856297,"Okinawa",2022,5,12,"cdround","https://www.inaturalist.org/observations/116683041","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773155242","116683041",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon semicarinatus",129.255197,28.219091,"Kagoshima",2022,7,18,"cdround","https://www.inaturalist.org/observations/126932632","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873670472","126932632",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon semicarinatus",128.259108,26.822138,"Okinawa",2021,1,11,"cdround","https://www.inaturalist.org/observations/67906573","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031818543","67906573",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon semicarinatus",128.966807,27.790426,"Kagoshima",2021,8,9,"cdround","https://www.inaturalist.org/observations/93374074","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355416674","93374074",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon semicarinatus",128.368456,26.750729,"Okinawa",2021,8,14,"cdround","https://www.inaturalist.org/observations/98203768","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3391745314","98203768",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon semicarinatus",128.036462,26.521212,"Okinawa",2021,10,3,"cdround","https://www.inaturalist.org/observations/96958103","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3385106046","96958103",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon semicarinatus",128.25412,26.862567,"Okinawa",2021,10,20,"cdround","https://www.inaturalist.org/observations/98771527","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3399426536","98771527",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon semicarinatus",128.006242,26.691163,"Okinawa",2020,3,14,"cdround","https://www.inaturalist.org/observations/128446089","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881370902","128446089",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon semicarinatus",128.254221,26.85771,"Okinawa",2020,9,7,"cdround","https://www.inaturalist.org/observations/58933420","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2862334203","58933420",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon semicarinatus",128.261078,26.857717,"Okinawa",2020,10,15,"cdround","https://www.inaturalist.org/observations/62886428","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2901779837","62886428",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon semicarinatus",128.255463,26.858033,"Okinawa",2020,11,16,"cdround","https://www.inaturalist.org/observations/65009672","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2988509193","65009672",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon semicarinatus",128.301593,26.757417,"Okinawa",2019,1,3,"cdround","https://www.inaturalist.org/observations/19489504","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1986604661","19489504",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon semicarinatus",128.255037,26.8622,"Okinawa",2019,5,3,"cdround","https://www.inaturalist.org/observations/24825007","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2242911595","24825007",NA,NA,NA,NA,NA
