"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","county","locality","type","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimeresurus gracilis",120.896155,23.49955,"Taiwan",2022,7,22,"","https://www.inaturalist.org/observations/127336519","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873322708","127336519",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimeresurus gracilis",120.887117,23.480808,"Taiwan",2021,4,30,"cdround","https://www.inaturalist.org/observations/75851690","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112291638","75851690",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimeresurus gracilis",120.871433,23.474997,"Taiwan",2021,8,14,"cdround","https://www.inaturalist.org/observations/91236290","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3338104858","91236290",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimeresurus gracilis",121.287997,24.162906,"Taiwan",2021,8,22,"cdround","https://www.inaturalist.org/observations/92057511","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3343965989","92057511",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimeresurus gracilis",121.288005,24.162902,"Taiwan",2021,8,22,"cdround","https://www.inaturalist.org/observations/92058390","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3344035201","92058390",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimeresurus gracilis",121.286673,24.161554,"Taiwan",2021,8,26,"","https://www.inaturalist.org/observations/127219124","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873844729","127219124",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimeresurus gracilis",120.87023,23.477347,"Taiwan",2021,10,26,"cdround","https://www.inaturalist.org/observations/99425170","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3398895192","99425170",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimeresurus gracilis",120.985,23.24766,"Taiwan",2020,7,4,"cdround","https://www.inaturalist.org/observations/52779479","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2818736924","52779479",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimeresurus gracilis",120.985069,23.247796,"Taiwan",2020,7,5,"cdround","https://www.inaturalist.org/observations/52779474","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2818776893","52779474",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimeresurus gracilis",120.87021,23.477877,"Taiwan",2020,8,6,"cdround","https://www.inaturalist.org/observations/55586491","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2851144490","55586491",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimeresurus gracilis",120.869628,23.480462,"Taiwan",2020,8,18,"cdround","https://www.inaturalist.org/observations/57442497","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2856481040","57442497",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimeresurus gracilis",120.857261,23.227779,"Taiwan",2019,6,26,"cdround","https://www.inaturalist.org/observations/48230818","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2634144051","48230818",NA,NA,NA,NA,NA,NA,NA
