"","x","y"
"1",127.812499232,36.9875006163333
"2",128.887499189,36.5625006333333
"3",127.804165899,35.0541673603333
"4",126.9458326,36.9375006183333
"5",127.670832571,37.7375005863333
"6",127.387499249,36.3208339763333
"7",128.637499199,37.6708339223333
"8",139.479165432,35.6625006693333
"9",117.69583297,27.9208343123333
"10",135.704165583,35.1375006903333
"11",128.054165889,35.8958339933333
"12",128.395832542,35.8041673303333
"13",128.595832534,35.6875006683333
"14",128.637499199,38.0958339053333
"15",138.887498789,35.5541673403333
"16",128.220832549,37.2375006063333
"17",110.645833252,29.0708342663333
"18",127.854165897,35.1875006883333
"19",126.887499269,36.4041673063333
"20",134.120832313,33.9208340723333
"21",127.395832582,36.8375006223333
"22",126.495832618,34.6125007113333
"23",139.69583209,35.5375006743333
"24",135.645832252,33.7541674123333
"25",126.737499275,33.4291674253333
"26",128.820832525,36.1875006483333
"27",119.462499566,30.2958342173333
"28",127.129165926,37.4208339323333
"29",135.212498936,34.3208340563333
"30",128.495832538,36.6708339623333
"31",127.212499256,35.1375006903333
"32",127.304165919,35.9791673233333
"33",129.012499184,37.4958339293333
"34",114.062499782,28.2875009643333
"35",128.6124992,37.7875005843333
"36",127.204165923,37.0625006133333
"37",127.204165923,38.6041672183333
"38",126.662499278,41.3541671083333
"39",119.495832898,30.4708342103333
"40",128.295832546,36.7458339593333
"41",127.745832568,35.2708340183333
"42",128.645832532,35.6791673353333
"43",127.704165903,34.9875006963333
"44",127.812499232,35.5291673413333
"45",126.854165937,36.6625006293333
"46",127.620832573,36.1375006503333
"47",113.729166462,27.2708343383333
"48",133.262499014,42.7791670513333
"49",128.895832522,35.9291673253333
"50",128.86249919,37.3375006023333
"51",128.77916586,35.9291673253333
"52",117.087499661,40.7625004653333
"53",129.395832502,36.5541673003333
"54",127.404165915,37.6125005913333
"55",126.454165953,36.6291672973333
"56",126.470832619,35.4458340113333
"57",126.545832616,35.4458340113333
"58",128.062499222,37.9958339093333
"59",128.129165886,36.2791673113333
"60",128.27916588,36.5291673013333
"61",131.495832418,43.1041670383333
"62",116.312499692,29.9041675663333
"63",128.595832534,36.0541673203333
"64",128.254165881,36.5791672993333
"65",127.770832567,38.2291672333333
"66",128.429165874,38.3791672273333
"67",127.704165903,38.2125005673333
"68",127.579165908,36.5791672993333
"69",127.204165923,35.0791673593333
"70",126.9458326,35.5458340073333
"71",132.737499035,34.3125007233333
"72",126.804165939,35.6041673383333
"73",129.087499181,35.1708340223333
"74",139.437498767,35.6625006693333
"75",139.937498747,35.7625006653333
"76",136.86249887,35.0708340263333
"77",128.254165881,35.5708340063333
"78",128.120832553,37.5375005943333
"79",127.087499261,37.1375006103333
"80",126.587499281,37.7041672543333
"81",126.587499281,37.6458339233333
"82",128.304165879,34.9375006983333
"83",128.062499222,35.7708339983333
"84",126.9458326,35.6208340043333
"85",128.620832533,37.0208339483333
"86",127.462499246,36.7208339603333
"87",113.604166467,34.7625007053333
"88",126.662499278,35.5958340053333
"89",128.987499185,37.6625005893333
"90",128.387499209,35.1541673563333
"91",128.229165882,36.9375006183333
"92",127.829165898,35.1958340213333
"93",128.062499222,37.4958339293333
"94",135.904165575,35.4291673453333
"95",127.654165905,36.1291673173333
"96",118.94583292,30.0458342273333
"97",138.754165461,36.8708339543333
"98",126.245832628,33.2791674313333
"99",128.404165875,37.3875006003333
"100",129.254165841,35.8708339943333
"101",126.745832608,36.3208339763333
"102",127.187499257,36.0041673223333
"103",127.629165906,38.0541672403333
"104",135.570832255,34.7125007073333
"105",127.845832564,36.9208339523333
"106",128.004165891,36.5208339683333
"107",128.36249921,36.1458339833333
"108",128.220832549,37.6958339213333
"109",127.412499248,35.9708339903333
"110",129.312499172,37.1958339413333
"111",127.012499264,36.5708339663333
"112",127.995832558,37.0208339483333
"113",128.104165887,38.0458339073333
"114",119.94583288,32.4791674633333
"115",127.229165922,36.4541673043333
"116",132.270832387,34.7791673713333
"117",133.154165685,42.9958337093333
"118",126.562499282,35.4541673443333
"119",128.012499224,36.7458339593333
"120",117.045832996,40.9208337923333
"121",128.062499222,36.4958339693333
"122",128.054165889,34.9791673633333
"123",129.212499176,35.4708340103333
"124",126.904165935,36.7458339593333
"125",128.762499194,36.0375006543333
"126",127.979165892,36.3375006423333
"127",128.995832518,35.6708340023333
"128",127.045832596,35.6125006713333
"129",128.720832529,35.6958340013333
"130",128.720832529,36.7791672913333
"131",127.037499263,38.2958338973333
"132",130.762499114,49.1791667953333
"133",126.604165947,33.4791674233333
"134",128.570832535,37.8375005823333
"135",127.070832595,35.8708339943333
"136",127.179165924,36.7041672943333
"137",128.137499219,37.4125005993333
"138",115.77916638,39.6791671753333
"139",116.037499703,40.1125004913333
"140",127.545832576,36.0291673213333
"141",127.86249923,36.7625006253333
"142",128.970832519,35.7625006653333
"143",127.037499263,35.6875006683333
"144",127.170832591,37.0375006143333
"145",127.429165914,36.5541673003333
"146",128.187499217,35.7125006673333
"147",128.429165874,35.7041673343333
"148",128.11249922,36.1875006483333
"149",127.462499246,38.2041672343333
"150",128.995832518,36.8291672893333
"151",128.287499213,37.4208339323333
"152",117.220832989,31.9958341493333
"153",128.545832536,36.1458339833333
"154",134.654165625,46.1458335833333
"155",128.204165883,35.2125006873333
"156",128.045832556,37.1041672783333
"157",126.204165963,33.2791674313333
"158",115.504166391,40.2125004873333
"159",127.820832565,36.0125006553333
"160",126.562499282,35.2041673543333
"161",127.270832587,35.3708340143333
"162",128.545832536,38.0291672413333
"163",128.52916587,37.9875005763333
"164",128.470832539,36.2958339773333
"165",128.345832544,35.3875006803333
"166",128.762499194,35.8125006633333
"167",128.579165868,36.8041672903333
"168",126.987499265,35.8125006633333
"169",126.187499297,38.0541672403333
"170",128.295832546,35.8458339953333
"171",128.595832534,38.1041672383333
"172",128.987499185,37.6791672553333
"173",139.579165428,35.6708340023333
"174",127.912499228,35.6291673373333
"175",128.079165888,37.6208339243333
"176",139.145832112,35.9208339923333
"177",128.220832549,38.0625005733333
"178",128.187499217,37.4625005973333
"179",127.829165898,35.2208340203333
"180",129.120832513,36.5458339673333
"181",129.27916584,37.2875006043333
"182",127.7791659,36.8958339533333
"183",127.370832583,35.1041673583333
"184",127.295832586,35.5375006743333
"185",130.870832443,32.9958341093333
"186",118.562499602,31.8041674903333
